,Date,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
444358,2015-07-01,Theft of Bicycle,2015,7,15,0.0,27.0,32XX W KING EDWARD AVE,Dunbar Southlands,487204.09,5455249.89,49.24988591,-123.1758262
471852,2015-01-01,Mischief,2015,1,30,23.0,11.0,7XX HORNBY ST,Central Business District,491207.51,5458941.24,49.28316088,-123.1208972
344260,2011-10-01,Mischief,2011,10,14,22.0,31.0,QUEBEC ST / TERMINAL AVE,Central Business District,492591.87,5457814.58,49.27304474,-123.1018414
341170,2011-04-01,Other Theft,2011,4,14,10.0,55.0,35XX GRANDVIEW HWY,Renfrew Collingwood,498072.88,5456158.75,49.25819206,-123.0264846
98798,2004-08-01,Theft from Vehicle,2004,8,1,22.0,0.0,6XX MOBERLY RD,Fairview,491393.52,5457132.77,49.26689604,-123.1183007
248807,2008-07-01,Theft of Vehicle,2008,7,5,19.0,27.0,2XX E GEORGIA ST,Strathcona,492752.98,5458423.73,49.27852608,-123.0996376
498296,2016-12-01,Other Theft,2016,12,13,13.0,33.0,25XX KINGSWAY AVE,Renfrew Collingwood,496074.21,5454137.22,49.23999839,-123.0539328
62906,2004-02-01,Mischief,2004,2,12,2.0,10.0,9XX GRANVILLE ST,Central Business District,491168.15,5458616.84,49.28024229,-123.1214312
100390,2005-02-01,Mischief,2005,2,9,22.0,0.0,24XX COMMERCIAL DR,Grandview Woodland,494927.25,5456683.71,49.26289618,-123.069722
323610,2011-06-01,Other Theft,2011,6,10,11.0,34.0,31XX GRANDVIEW HWY,Renfrew Collingwood,497308.77,5456155.92,49.25816372,-123.0369859
496290,2016-09-01,Break and Enter Commercial,2016,9,27,4.0,0.0,16XX HORNBY ST,Central Business District,490284.17,5458022.56,49.27488324,-123.1335708
307378,2010-05-01,Theft of Bicycle,2010,5,24,16.0,30.0,15XX JOHNSTON ST,Fairview,490199.51,5457675.54,49.27176038,-123.1347262
87163,2004-02-01,Break and Enter Residential/Other,2004,2,15,2.0,0.0,13XX HARWOOD ST,West End,489967.92,5458816.89,49.28202325,-123.1379385
146594,2006-01-01,Break and Enter Commercial,2006,1,27,15.0,0.0,15XX W 65TH AVE,Marpole,489711.67,5451058.35,49.21222935,-123.1412626
369903,2012-12-01,Other Theft,2012,12,20,17.0,9.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
483084,2016-08-01,Theft of Bicycle,2016,8,29,19.0,0.0,4XX SW MARINE DR,Marpole,491496.19,5450825.88,49.21016559,-123.1167556
165867,2006-10-01,Theft from Vehicle,2006,10,9,13.0,0.0,8XX LAGOON DR,West End,489931.06,5460083.32,49.29341436,-123.1384772
269598,2009-05-01,Theft of Vehicle,2009,5,25,20.0,0.0,26XX E 18TH AVE,Renfrew Collingwood,496286.97,5455693.08,49.25399503,-123.0510243
154873,2006-11-01,Theft from Vehicle,2006,11,4,7.0,30.0,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6,5458266.56,49.27710623,-123.1064454
149187,2006-09-01,Theft from Vehicle,2006,9,30,15.0,30.0,11XX W HASTINGS ST,Central Business District,491219.15,5459510.17,49.28827866,-123.1207497
251413,2008-11-01,Theft from Vehicle,2008,11,13,16.0,0.0,13XX JOHNSTON ST,Fairview,490270.9,5457590.19,49.27099378,-123.1337427
370678,2012-07-01,Theft from Vehicle,2012,7,6,15.0,32.0,2X W 60TH AVE,Marpole,492223.98,5451462.55,49.21590228,-123.1067755
72532,2004-07-01,Vehicle Collision or Pedestrian Struck (with Injury),2004,7,9,1.0,25.0,E HASTINGS ST / CARRALL ST,Central Business District,492412.0,5458751.0,49.28146579,-123.1043318
220088,2007-12-01,Break and Enter Residential/Other,2007,12,1,19.0,0.0,14XX W 10TH AVE,Fairview,490031.61,5456662.99,49.26264961,-123.1370091
69182,2004-06-01,Other Theft,2004,6,22,2.0,15.0,20XX E HASTINGS ST,Grandview Woodland,495498.5,5458710.94,49.28113596,-123.0618933
1017,2003-02-01,Mischief,2003,2,5,21.0,0.0,43XX PINE CRES,Shaughnessy,489264.54,5454973.93,49.24744321,-123.1475067
169633,2006-08-01,Theft from Vehicle,2006,8,30,11.0,0.0,10XX W PENDER ST,Central Business District,491299.66,5459391.39,49.28721137,-123.1196399
489731,2016-04-01,Other Theft,2016,4,8,14.0,30.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1,49.28274921,-123.1176361
229949,2008-01-01,Break and Enter Residential/Other,2008,1,1,23.0,3.0,14XX GRAVELEY ST,Grandview Woodland,494568.39,5457529.31,49.27049944,-123.0746658
53788,2004-01-01,Theft from Vehicle,2004,1,9,18.0,0.0,9XX CANADA PL,Central Business District,491689.45,5459445.26,49.28770136,-123.114281
162549,2006-11-01,Break and Enter Residential/Other,2006,11,14,8.0,0.0,16XX W 65TH AVE,Marpole,489370.61,5451076.82,49.21238967,-123.1459459
112963,2005-01-01,Theft from Vehicle,2005,1,5,8.0,30.0,8XX BURRARD ST,West End,491012.1,5458904.91,49.28283125,-123.1235833
76721,2004-03-01,Mischief,2004,3,12,12.0,0.0,32XX W 4TH AVE,Kitsilano,487098.64,5457323.51,49.26853625,-123.177342
468421,2015-04-01,Break and Enter Commercial,2015,4,6,3.0,6.0,18XX W BROADWAY AVE,Kitsilano,489351.52,5456777.8,49.26367088,-123.1463595
303914,2010-07-01,Theft from Vehicle,2010,7,3,17.0,0.0,9XX CANADA PL,Central Business District,491689.45,5459445.26,49.28770136,-123.114281
147106,2006-04-01,Break and Enter Commercial,2006,4,17,5.0,25.0,17XX E HASTINGS ST,Grandview Woodland,494974.85,5458718.78,49.28120241,-123.0690933
281562,2009-11-01,Other Theft,2009,11,23,21.0,31.0,3XX SE MARINE DR,Sunset,492774.27,5450882.58,49.21069203,-123.0992089
225510,2008-08-01,Mischief,2008,8,2,16.0,0.0,45XX ROSS ST,Kensington Cedar Cottage,494082.94,5454639.39,49.24449951,-123.0812964
291440,2009-04-01,Vehicle Collision or Pedestrian Struck (with Injury),2009,4,28,9.0,40.0,X BLOCK W BROADWAY AVE,Mount Pleasant,492345.0,5456701.0,49.26302484,-123.1052138
35033,2003-02-01,Theft from Vehicle,2003,2,13,16.0,0.0,39XX W 22ND AVE,Dunbar Southlands,486102.77,5455580.9,49.25283938,-123.1909706
415287,2014-05-01,Mischief,2014,5,1,4.0,48.0,8XX HELMCKEN ST,Central Business District,490856.18,5458475.08,49.27896255,-123.1257173
74509,2004-02-01,Break and Enter Commercial,2004,2,13,19.0,0.0,6XX HELMCKEN ST,Central Business District,491003.29,5458328.15,49.27764307,-123.1236914
335696,2011-10-01,Theft from Vehicle,2011,10,13,0.0,1.0,5XX COLUMBIA ST,Central Business District,492566.0,5458630.41,49.28038295,-123.1022122
314811,2010-02-01,Other Theft,2010,2,21,2.0,45.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
7018,2003-05-01,Theft of Vehicle,2003,5,2,20.0,30.0,5X WATER ST,Central Business District,492340.93,5459004.11,49.28374166,-123.1053139
291807,2010-06-01,Theft from Vehicle,2010,6,6,16.0,15.0,4XX SEYMOUR ST,Central Business District,491758.44,5459079.59,49.28441304,-123.1133248
467533,2015-07-01,Mischief,2015,7,29,22.0,0.0,HEMLOCK ST / W BROADWAY AVE,Fairview,490098.75,5456764.08,49.26356002,-123.1360888
527256,2017-02-01,Break and Enter Commercial,2017,2,5,3.0,40.0,16XX NAPIER ST,Grandview Woodland,494923.24,5458018.92,49.27490662,-123.0697941
390035,2013-03-01,Theft from Vehicle,2013,3,22,20.0,30.0,22XX YEW ST,Kitsilano,488702.91,5457040.74,49.26602443,-123.1552818
312574,2010-06-01,Theft of Bicycle,2010,6,18,14.0,30.0,64XX CAMBIE ST,Oakridge,491531.35,5452608.69,49.22620291,-123.1163105
464988,2015-12-01,Break and Enter Residential/Other,2015,12,8,11.0,3.0,13XX W 4TH AVE,Fairview,490174.65,5457110.67,49.26667888,-123.1350541
445530,2015-05-01,Theft from Vehicle,2015,5,5,18.0,0.0,63XX CAMBIE ST,Oakridge,491506.42,5452782.93,49.2277699,-123.1166566
433192,2014-10-01,Theft from Vehicle,2014,10,9,2.0,0.0,2XX WOODLAND DR,Grandview Woodland,494713.47,5458857.93,49.28245188,-123.072689
424712,2014-01-01,Theft of Bicycle,2014,1,10,6.0,30.0,11XX ALBERNI ST,West End,490951.51,5459241.83,49.285861,-123.124424
248905,2008-06-01,Mischief,2008,6,6,10.0,10.0,21XX W 38TH AVE,Arbutus Ridge,488513.22,5453858.2,49.23739335,-123.1577979
368188,2012-02-01,Other Theft,2012,2,5,13.0,36.0,9XX SEYMOUR ST,Central Business District,491143.26,5458445.58,49.27870142,-123.1217697
4172,2003-10-01,Break and Enter Residential/Other,2003,10,19,0.0,0.0,1XX KEEFER PL,Central Business District,492122.64,5458572.11,49.27985298,-123.1083069
12886,2003-07-01,Theft of Vehicle,2003,7,21,14.0,0.0,1XX DRAKE ST,Central Business District,491161.17,5457700.61,49.27200055,-123.121507
32100,2003-07-01,Theft from Vehicle,2003,7,20,3.0,0.0,4XX SEYMOUR ST,Central Business District,491767.54,5459075.79,49.28437898,-123.1131996
237518,2008-01-01,Theft from Vehicle,2008,1,25,0.0,0.0,CROWLEY DR / TYNE ST,Renfrew Collingwood,497833.58,5453716.67,49.23622419,-123.0297602
491050,2016-06-01,Other Theft,2016,6,3,21.0,39.0,17XX DAVIE ST,West End,489769.43,5459311.8,49.28647175,-123.1406803
383802,2013-03-01,Mischief,2013,3,8,18.0,0.0,8XX E 6TH AVE,Mount Pleasant,493675.75,5456946.1,49.26524477,-123.0869273
277789,2009-01-01,Theft from Vehicle,2009,1,6,2.0,41.0,25XX BROCK ST,Renfrew Collingwood,496093.52,5454554.77,49.24375447,-123.0536715
393199,2013-03-01,Theft from Vehicle,2013,3,24,8.0,0.0,ROBSON ST / SEYMOUR ST,Central Business District,491359.81,5458669.91,49.2807224,-123.1187972
271924,2009-10-01,Other Theft,2009,10,18,20.0,23.0,31XX GRANDVIEW HWY,Renfrew Collingwood,497308.77,5456155.92,49.25816372,-123.0369859
479615,2016-10-01,Theft from Vehicle,2016,10,11,8.0,34.0,E 22ND AVE / PRINCE ALBERT ST,Kensington Cedar Cottage,493617.41,5455360.37,49.2509802,-123.0877039
24510,2003-01-01,Theft from Vehicle,2003,1,6,12.0,0.0,8XX GRANVILLE ST,Central Business District,491175.55,5458637.18,49.28042536,-123.12133
134148,2005-08-01,Theft from Vehicle,2005,8,26,18.0,0.0,19XX UPLAND DR,Victoria Fraserview,495164.17,5451703.01,49.21809554,-123.0664056
142214,2005-10-01,Vehicle Collision or Pedestrian Struck (with Injury),2005,10,6,22.0,1.0,RUPERT ST / EUCLID AVE,Renfrew Collingwood,497120.0,5454006.0,49.23882385,-123.0395647
500853,2016-08-01,Mischief,2016,8,14,15.0,0.0,9XX SMITHE ST,Central Business District,491020.2,5458765.43,49.28157672,-123.1234688
108550,2005-01-01,Mischief,2005,1,4,1.0,18.0,57XX COMMERCIAL ST,Victoria Fraserview,495003.7,5453300.64,49.23246535,-123.0686291
249755,2008-11-01,Theft from Vehicle,2008,11,2,17.0,0.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77,49.28139486,-123.1196866
304152,2010-03-01,Theft from Vehicle,2010,3,19,20.0,0.0,9XX BURRARD ST,Central Business District,490952.14,5458832.44,49.28217849,-123.1244061
146124,2006-11-01,Theft of Vehicle,2006,11,21,23.0,0.0,1XX W 15TH AVE,Mount Pleasant,492148.11,5456103.71,49.25764961,-123.1079083
140815,2005-03-01,Theft from Vehicle,2005,3,18,15.0,0.0,9XX RICHARDS ST,Central Business District,491307.39,5458474.83,49.27896688,-123.1195137
299928,2010-03-01,Theft from Vehicle,2010,3,11,11.0,0.0,14XX ANDERSON ST,Fairview,490173.24,5457687.32,49.27186592,-123.1350876
142165,2005-06-01,Vehicle Collision or Pedestrian Struck (with Injury),2005,6,18,13.0,20.0,QUEBEC ST / TERMINAL AVE,Central Business District,492606.0,5457814.0,49.27303969,-123.1016471
316974,2010-04-01,Theft from Vehicle,2010,4,16,2.0,47.0,5XX ROBSON ST,Central Business District,491420.48,5458601.87,49.28011123,-123.1179616
289548,2009-01-01,Theft from Vehicle,2009,1,12,13.0,0.0,8XX BURRARD ST,Central Business District,491066.19,5458945.81,49.28319994,-123.1228405
37130,2003-01-01,Theft from Vehicle,2003,1,31,0.0,1.0,30XX PARKER ST,Hastings Sunrise,496995.61,5458064.53,49.27533058,-123.041304
370539,2012-06-01,Theft from Vehicle,2012,6,12,20.0,0.0,29XX E 27TH AVE,Renfrew Collingwood,496959.79,5454825.15,49.24619152,-123.0417718
452469,2015-08-01,Mischief,2015,8,26,0.0,33.0,11XX E HASTINGS ST,Strathcona,494094.7,5458689.13,49.28092783,-123.0811945
379090,2013-10-01,Break and Enter Commercial,2013,10,2,6.0,50.0,31XX ARBUTUS ST,Kitsilano,488861.35,5456138.28,49.25790955,-123.1530789
226722,2008-08-01,Break and Enter Commercial,2008,8,18,4.0,45.0,9X POWELL ST,Central Business District,492551.86,5458953.24,49.28328669,-123.1024126
40092,2003-11-01,Theft from Vehicle,2003,11,17,15.0,0.0,23XX GLEN DR,Mount Pleasant,494087.78,5456832.19,49.26422425,-123.0812622
342803,2011-02-01,Mischief,2011,2,21,2.0,44.0,7XX E 63RD AVE,Sunset,493508.32,5451130.97,49.21293458,-123.0891344
5343,2003-04-01,Break and Enter Residential/Other,2003,4,30,23.0,0.0,71XX DUFF ST,Victoria Fraserview,495299.22,5451780.0,49.21878914,-123.064552
304147,2010-04-01,Theft from Vehicle,2010,4,7,18.0,0.0,9XX BURRARD ST,Central Business District,490952.14,5458832.44,49.28217849,-123.1244061
222475,2007-05-01,Mischief,2007,5,27,6.0,9.0,61XX INVERNESS ST,Sunset,494184.21,5452913.29,49.2289738,-123.0798799
241578,2008-06-01,Mischief,2008,6,13,20.0,0.0,12XX ODLUM DR,Grandview Woodland,494472.73,5457880.01,49.27365319,-123.0759856
50181,2004-01-01,Break and Enter Commercial,2004,1,2,18.0,0.0,10XX BUTE ST,West End,490498.41,5458996.69,49.28364905,-123.1306487
72099,2004-03-01,Break and Enter Residential/Other,2004,3,6,22.0,0.0,36XX W 16TH AVE,Kitsilano,486507.23,5456159.62,49.25805412,-123.1854322
440009,2014-09-01,Other Theft,2014,9,24,13.0,11.0,29XX GRANVILLE ST,Fairview,489910.45,5456292.04,49.25931086,-123.138665
225047,2008-05-01,Theft from Vehicle,2008,5,30,4.0,0.0,8XX BURRARD ST,West End,491012.1,5458904.91,49.28283125,-123.1235833
470112,2015-11-01,Theft from Vehicle,2015,11,29,6.0,0.0,4XX SEYMOUR ST,Central Business District,491758.44,5459079.59,49.28441304,-123.1133248
175417,2006-03-01,Mischief,2006,3,30,17.0,0.0,21XX TRIUMPH ST,Grandview Woodland,495523.46,5459015.71,49.28387761,-123.0615536
330930,2011-09-01,Theft of Bicycle,2011,9,10,22.0,3.0,1XX ATHLETES WAY,Mount Pleasant,492086.27,5457657.11,49.27162193,-123.1087888
51235,2004-04-01,Theft from Vehicle,2004,4,9,15.0,0.0,7XX W GEORGIA ST,Central Business District,491401.32,5458865.33,49.28248082,-123.1182307
42472,2003-09-01,Theft from Vehicle,2003,9,5,23.0,45.0,1XX E 55TH AVE,Sunset,492488.3,5451933.11,49.22013838,-123.1031549
43621,2003-02-01,Theft from Vehicle,2003,2,16,15.0,0.0,10XX COMOX ST,West End,490653.76,5458753.91,49.28146761,-123.1285069
129503,2005-05-01,Theft from Vehicle,2005,5,10,19.0,30.0,1XX AQUARIUS MEWS,Central Business District,491343.61,5457901.17,49.27380723,-123.1190033
440071,2014-05-01,Theft from Vehicle,2014,5,26,23.0,0.0,3X W 46TH AVE,Oakridge,492221.6,5452876.47,49.22862081,-123.1068356
521350,2017-01-01,Theft from Vehicle,2017,1,9,21.0,5.0,1XX MILROSS AVE,Central Business District,492609.43,5458146.54,49.27603099,-123.1016061
438734,2014-08-01,Theft from Vehicle,2014,8,29,20.0,45.0,9XX POWELL ST,Strathcona,493947.92,5458880.8,49.2826505,-123.0832156
70303,2004-05-01,Other Theft,2004,5,11,20.0,40.0,20XX W BROADWAY AVE,Kitsilano,488990.29,5456787.74,49.2637539,-123.1513247
178800,2006-07-01,Other Theft,2006,7,19,12.0,43.0,2XX E HASTINGS ST,Strathcona,492888.55,5458738.48,49.2813589,-123.0977793
116937,2005-12-01,Other Theft,2005,12,1,12.0,30.0,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01,49.28245092,-123.1182643
467583,2015-04-01,Vehicle Collision or Pedestrian Struck (with Injury),2015,4,10,0.0,42.0,7XX BLOCK E 45TH AVE,Sunset,493450.0,5452934.0,49.22915268,-123.0899646
317825,2010-11-01,Vehicle Collision or Pedestrian Struck (with Injury),2010,11,16,18.0,36.0,DUNBAR ST / W 16TH AVE,Kitsilano,486530.0,5456155.0,49.25801306,-123.1851191
327847,2011-05-01,Theft from Vehicle,2011,5,17,0.0,15.0,33XX KINGSWAY AVE,Renfrew Collingwood,497572.55,5453345.25,49.2328822,-123.0333437
421270,2014-10-01,Break and Enter Commercial,2014,10,16,23.0,39.0,21XX W 37TH AVE,Arbutus Ridge,488657.88,5453953.86,49.23825653,-123.1558133
507118,2016-02-01,Mischief,2016,2,6,12.0,0.0,77XX GRANVILLE ST,Marpole,489779.78,5451456.48,49.21581177,-123.1403376
507310,2016-03-01,Theft from Vehicle,2016,3,14,21.0,52.0,7XX W 19TH AVE,South Cambie,491238.72,5455727.49,49.25425309,-123.1203977
50033,2004-11-01,Theft from Vehicle,2004,11,18,23.0,0.0,70XX PRESCOTT ST,Kerrisdale,487062.13,5452178.92,49.22225892,-123.1776777
525143,2017-06-01,Theft of Bicycle,2017,6,11,16.0,0.0,5XX BEATTY ST,Central Business District,492040.79,5458645.77,49.2805145,-123.1094337
150797,2006-11-01,Theft of Bicycle,2006,11,5,20.0,0.0,8XX W HASTINGS ST,Central Business District,491637.98,5459268.89,49.28611419,-123.1149851
404064,2013-04-01,Theft from Vehicle,2013,4,7,2.0,30.0,14XX THURLOW ST,West End,490222.38,5458390.74,49.27819409,-123.1344293
393787,2013-12-01,Theft from Vehicle,2013,12,26,17.0,0.0,6XX W 13TH AVE,Fairview,491277.7,5456308.95,49.25948399,-123.1198747
213689,2007-04-01,Theft from Vehicle,2007,4,14,12.0,30.0,E PENDER ST / GORE AVE,Strathcona,492922.96,5458624.7,49.28033583,-123.0973041
136241,2005-01-01,Mischief,2005,1,6,0.0,0.0,5XX W 12TH AVE,Fairview,491532.99,5456408.05,49.260379,-123.1163682
349470,2011-10-01,Mischief,2011,10,5,6.0,0.0,6XX NELSON ST,Central Business District,491081.69,5458470.76,49.27892702,-123.1226167
259728,2009-07-01,Theft from Vehicle,2009,7,18,12.0,0.0,31XX STANLEY PARK DR,Stanley Park,490585.72,5461103.49,49.30260135,-123.1294978
416599,2014-06-01,Other Theft,2014,6,14,19.0,25.0,24XX GRANVILLE ST,Fairview,489924.86,5456826.74,49.26412082,-123.1384804
115260,2005-11-01,Theft of Bicycle,2005,11,11,22.0,0.0,4XX HEATLEY AVE,Strathcona,493482.41,5458666.03,49.28071382,-123.0896128
235962,2008-07-01,Theft from Vehicle,2008,7,22,11.0,0.0,19XX E 8TH AVE,Grandview Woodland,495261.9,5456716.45,49.26319337,-123.0651228
226540,2008-07-01,Other Theft,2008,7,21,11.0,50.0,56XX VICTORIA DR,Kensington Cedar Cottage,495228.06,5453412.77,49.23347577,-123.0655486
180865,2006-12-01,Mischief,2006,12,27,7.0,53.0,24XX GRANVILLE ST,Fairview,489916.24,5456847.49,49.26430733,-123.1385994
344809,2011-11-01,Theft from Vehicle,2011,11,26,23.0,30.0,79XX LABURNUM ST,Kerrisdale,489021.4,5451196.84,49.21346313,-123.150744
491990,2016-08-01,Other Theft,2016,8,14,12.0,29.0,3XX ABBOTT ST,Central Business District,492213.87,5458862.65,49.2824676,-123.1070582
469342,2015-09-01,Theft from Vehicle,2015,9,25,23.0,30.0,HOMER ST / W CORDOVA ST,Central Business District,492003.71,5459040.68,49.2840663,-123.1099514
506758,2016-04-01,Theft from Vehicle,2016,4,3,0.0,0.0,55XX ARGYLE ST,Kensington Cedar Cottage,494802.48,5453521.84,49.23445342,-123.0713959
276106,2009-08-01,Mischief,2009,8,3,17.0,47.0,26XX E 54TH AVE,Victoria Fraserview,496068.46,5451930.25,49.2201461,-123.0539901
258697,2008-11-01,Theft from Vehicle,2008,11,10,11.0,30.0,32XX W BROADWAY AVE,Kitsilano,487131.93,5456839.02,49.26417889,-123.1768688
38711,2003-05-01,Theft from Vehicle,2003,5,3,4.0,0.0,27XX KITCHENER ST,Hastings Sunrise,496415.26,5457723.04,49.27225569,-123.0492795
358454,2012-08-01,Mischief,2012,8,14,23.0,47.0,45XX KNIGHT ST,Kensington Cedar Cottage,494438.56,5454524.05,49.24346534,-123.0764088
152373,2006-12-01,Theft from Vehicle,2006,12,5,10.0,0.0,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.88,5458852.3,49.28236741,-123.1144553
500045,2016-12-01,Theft from Vehicle,2016,12,22,19.0,0.0,4XX E PENDER ST,Strathcona,493065.48,5458615.63,49.28025587,-123.0953444
57387,2004-11-01,Other Theft,2004,11,16,19.0,45.0,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
34278,2003-04-01,Theft from Vehicle,2003,4,9,7.0,30.0,3XX SEYMOUR ST,Central Business District,491865.28,5459174.12,49.28526479,-123.1118576
292106,2010-08-01,Mischief,2010,8,22,0.0,0.0,9XX W 70TH AVE,Marpole,490624.1,5450641.1,49.20849072,-123.1287249
100557,2005-01-01,Theft from Vehicle,2005,1,22,14.0,0.0,21XX E 3RD AVE,Grandview Woodland,495553.26,5457224.25,49.26776332,-123.0611239
31692,2003-02-01,Theft from Vehicle,2003,2,22,18.0,0.0,51XX RHODES ST,Renfrew Collingwood,496341.19,5453931.14,49.2381463,-123.0502631
368031,2012-03-01,Theft from Vehicle,2012,3,30,0.0,0.0,17XX E 35TH AVE,Kensington Cedar Cottage,494866.21,5453957.56,49.23837336,-123.070526
231356,2008-08-01,Other Theft,2008,8,6,11.0,18.0,9XX W KING EDWARD AVE,South Cambie,490745.29,5455154.48,49.24909148,-123.1271652
194705,2007-07-01,Theft from Vehicle,2007,7,2,22.0,0.0,4X E 14TH AVE,Mount Pleasant,492415.92,5456196.1,49.25848405,-123.1042295
195452,2007-11-01,Mischief,2007,11,23,15.0,2.0,E 62ND AVE / INVERNESS ST,Sunset,494161.67,5451225.09,49.21378779,-123.0801649
89479,2004-03-01,Mischief,2004,3,17,20.0,0.0,4XX W 46TH AVE,Oakridge,491555.1,5452901.87,49.22884046,-123.1159905
449720,2015-11-01,Theft from Vehicle,2015,11,8,5.0,36.0,3XX W CORDOVA ST,Central Business District,492051.41,5458998.8,49.2836902,-123.1092947
275137,2009-12-01,Break and Enter Residential/Other,2009,12,17,14.0,30.0,61XX ST CATHERINES ST,Sunset,493693.6,5452845.18,49.22835628,-123.0866174
299190,2010-10-01,Theft from Vehicle,2010,10,16,15.0,0.0,39XX FRASER ST,Kensington Cedar Cottage,493444.81,5455182.72,49.24938038,-123.0900727
340248,2011-03-01,Theft from Vehicle,2011,3,12,15.0,0.0,67XX CAMBIE ST,Oakridge,491495.36,5452348.35,49.22386059,-123.1167993
278020,2009-10-01,Break and Enter Residential/Other,2009,10,8,14.0,43.0,12XX W 50TH AVE,Oakridge,490203.42,5452558.33,49.22573011,-123.1345473
366780,2012-11-01,Other Theft,2012,11,27,10.0,4.0,20XX W 41ST AVE,Kerrisdale,488805.52,5453537.94,49.23451796,-123.1537735
181135,2006-01-01,Theft of Vehicle,2006,1,29,2.0,30.0,8XX W 42ND AVE,Oakridge,490957.65,5453357.28,49.23292845,-123.1242067
